artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
East & Young,Starting Again - Radio Edit,57eBUbZExwLfwmPtpWcaGY,0.0,0.488,0.833,2.0,-3.046,1.0,0.0447,0.121,1.24e-05,0.195,0.61,127.954
Hardwell,Three Triangles (Losing My Religion) - Original Club Mix,753Iu3NzP9gFKxcsHbm3aj,29.0,0.731,0.806,2.0,-4.995,1.0,0.0748,0.00736,0.105,0.084,0.15,127.993
Inpetto,Girls & Boys - Original Mix,528BT7OzZBbiO6ShfVy8Wr,0.0,0.666,0.71,0.0,-5.478,0.0,0.175,0.0118,5.28e-06,0.279,0.268,126.044
An21,Glow - Promise Land vs. AN21 & Max Vangeli Remix,0sIHrC7EVkuACId9vtmk0Y,0.0,0.598,0.907,0.0,-4.435,0.0,0.0474,0.00245,0.00659,0.188,0.431,127.028
6 Fingers & Tass,It's Not Over feat. Mitch Thompson - Tony Romera Remix,39bI5C5wV8bgdCFKD2v8kc,0.0,0.802,0.904,1.0,-4.001,0.0,0.11,0.0041,0.306,0.334,0.0395,128.006
Henrik B,Echoes - Extended Mix,4Q2lYQYg4qGsDtuuiUY3Bq,0.0,0.595,0.969,11.0,-5.022,1.0,0.11,0.00423,0.116,0.672,0.344,127.997
ARTY,It's All Relative - Radio Mix,10Ti4UfalVKxWTYNGl9coi,3.0,0.514,0.784,7.0,-4.885,1.0,0.0383,0.00558,0.000156,0.112,0.528,124.962
John Dahlbäck,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,08Erw82oA0xZUnSMOxNvN7,33.0,0.524,0.802,11.0,-4.687,1.0,0.0323,0.0496,0.0,0.103,0.505,127.985
Kid Massive,Daylight - Extended,5mW2TMTLAlnTqY2uIwHrC9,0.0,0.695,0.626,3.0,-4.267,1.0,0.0542,0.00792,7.84e-06,0.0922,0.255,127.991
Nicky Romero,Legacy - Radio Edit,4IWLawtdMznqdOnbOR9cWW,39.0,0.586,0.706,0.0,-3.673,0.0,0.0454,0.0609,0.0,0.12,0.219,127.961
Sick Individuals,I Am - Radio Edit,6E1yur0bYgdtglwppq67WN,0.0,0.584,0.911,9.0,-4.613,0.0,0.0374,0.0162,0.404,0.189,0.219,127.999
Afrojack,The Spark - Tiësto vs twoloud Remix,7uUGrpHqKhVrAddGEuxqhR,0.0,0.652,0.892,11.0,-4.973,1.0,0.065,0.00756,0.0078,0.0487,0.349,128.017
Don Diablo,Starlight (Could You Be Mine) - Otto Knows Remix,7ksPvLY8VTHjUy0DCbJpTO,0.0,0.657,0.911,1.0,-6.109,1.0,0.0631,0.0149,0.208,0.11,0.201,128.011
Osen,The Warrior - Lush & Simon Remix,42tSvpy2XA7dWoHy5Ayd2z,17.0,0.689,0.692,4.0,-7.879,1.0,0.144,0.00397,0.0267,0.0987,0.221,127.995
PMZ,Spaceman I Used to Know (Tom Buster Mix),5moQ2JNpgLALsYDdqqLL1M,0.0,0.514,0.794,3.0,-4.813,0.0,0.0514,0.00323,0.000295,0.0928,0.164,125.973
Jewelz,Unless We Forget - Original Mix,2jI7aQIz5QmbJtzvDiHP2j,21.0,0.658,0.984,11.0,-3.194,0.0,0.111,0.019,0.206,0.049,0.711,128.01
Ken Loi,Too Late - Original Mix,2gM6K0OQQF4YG6b3fNfga5,0.0,0.609,0.772,6.0,-4.52,0.0,0.0452,0.0454,0.000396,0.19,0.344,127.993
Gareth Emery,U - W&W Remix,1utgvgH6EILo3yRCYvtO6q,0.0,0.617,0.953,7.0,-2.848,1.0,0.042,0.00805,0.103,0.126,0.0387,129.979
Ellie Goulding,Goodness Gracious - The Chainsmokers Extended Remix,059seYDUmCUfv4KsB5Jc6H,35.0,0.569,0.855,1.0,-2.495,0.0,0.0379,0.0209,0.000393,0.128,0.239,127.979
Sidney Samson,Celebrate The Rain (From The Hit),44SY0lrgMUDjPf9ltY7XW5,13.0,0.609,0.794,8.0,-5.153,0.0,0.0581,0.496,4.17e-06,0.158,0.442,127.923
Tobu,Uncover,1Uwifcxnhi8eyYBYV6wQh4,0.0,0.438,0.663,2.0,-4.22,1.0,0.0836,0.152,1.74e-06,0.297,0.424,125.845
Pierce Fulton,Runaway,3r7kx6SylBJsVrvTZ2qXuT,22.0,0.761,0.756,7.0,-4.866,1.0,0.0674,0.00471,0.00023,0.0513,0.799,127.984
Rebeat,Walking Dead - Steerner Remix,05jSQ5KtllbYQThxoijInP,19.0,0.569,0.96,5.0,-4.152,0.0,0.0509,0.000417,0.000142,0.315,0.344,127.994
Tom Swoon,Ahead of Us - Radio Edit,1m6vqjte0RjzFwOMou7CNs,35.0,0.441,0.673,2.0,-4.267,1.0,0.0355,0.093,0.0,0.688,0.421,128.024
John Newman,Losing Sleep - Kat Krazy Remix,2G2yZspUEByEgiGCAAW3ue,0.0,0.649,0.935,0.0,-2.739,0.0,0.0574,0.318,0.00361,0.321,0.662,126.994
Ellie Goulding,Goodness Gracious - The Chainsmokers Extended Remix,4gjrsP1Tmrqh1IiHhMXQm5,0.0,0.577,0.847,1.0,-2.503,0.0,0.0398,0.0198,0.000653,0.154,0.211,128.01
Dyro,Calling Out - Original Mix,1nHvUtf7NJBH1WzChz2PkP,4.0,0.826,0.861,1.0,-3.392,0.0,0.13,0.0232,0.000428,0.12,0.31,128.007
CAZZETTE,Sleepless - Club Edit,4FRBAscoGnKAMa9Ttf9LCp,0.0,0.746,0.552,6.0,-10.405,0.0,0.0519,0.0471,0.00422,0.0856,0.274,124.028
London Grammar,Hey Now - Arty Remix,1CUYpY3GpRNkKnn3cEQ2nK,39.0,0.71,0.706,5.0,-5.192,1.0,0.137,0.0123,0.0236,0.124,0.178,128.023
CAZZETTE,Beam Me Up - Didrick Remix,4IZ3MnAnB0tGUlPEfpMCVd,0.0,0.721,0.552,0.0,-5.179,1.0,0.0705,0.00121,0.00973,0.0929,0.552,125.997
Hook N Sling,Tokyo By Night (feat. Karin Park) - Axwell Remix,6z4fzsy24FYfWiROOBgPGi,11.0,0.661,0.935,7.0,-4.711,0.0,0.0796,0.00408,0.000825,0.078,0.389,127.987
Guy Sebastian,Like a Drum - The Chainsmokers Remix,6El4guLHqCd3PG9X9yJRSz,28.0,0.643,0.9,1.0,-2.57,0.0,0.0321,0.000872,0.0,0.236,0.425,126.041
KAAZE,We Will Recover - Radio Edit,2t5MXbc4x6anzAzq0XmtBN,0.0,0.582,0.866,11.0,-3.846,0.0,0.0713,0.00931,2.18e-05,0.164,0.586,127.956
Paris Blohm,Left Behinds - Original Mix,5uQk4fZO52goTrjVTvX8F3,37.0,0.63,0.873,6.0,-4.717,0.0,0.113,0.000687,0.182,0.078,0.285,127.989
DubVision,Hollow - Original Mix,7wnjdaPLgg6DJ2WVCW2CYb,0.0,0.597,0.857,0.0,-4.89,0.0,0.0485,0.00233,1.14e-05,0.308,0.0658,128.002
Sick Individuals,Wasting Moonlight,6T88yq0DaaC1ctDsHw620y,39.0,0.476,0.9,2.0,-5.409,1.0,0.0423,0.00509,0.0294,0.672,0.308,128.139
X-Vertigo,Bombs - Sandro Silva Remix,2brkLaFwHvbnYqM0VnK06t,0.0,0.537,0.955,11.0,-2.205,0.0,0.0382,0.117,0.73,0.0878,0.435,127.724
CAZZETTE,Weapon - EDX's Acapulco At Night Remix,5awjE8FeoXoR9aMcJZijcR,0.0,0.729,0.933,8.0,-5.667,1.0,0.0571,0.00366,0.509,0.439,0.0459,127.993
Arno Cost,Strong,3LKQp6MaJiwH7MvbXXyw1C,0.0,0.594,0.847,5.0,-5.114,0.0,0.0905,0.000775,0.0124,0.153,0.521,127.992
Steerner,Why Do You Love Me - Extended Mix,08uJ2Bg5TLDLHTDB6aoK2d,0.0,0.492,0.801,8.0,-5.502,0.0,0.0619,0.00664,5.14e-06,0.225,0.271,128.044
Deorro,Five Hours (Don't Hold Me Back) - Radio Edit,6xlIXf33A98QyIE0cOskrG,0.0,0.829,0.944,5.0,-1.853,0.0,0.0825,0.0224,0.117,0.435,0.422,127.985
The Aston Shuffle,Tear It Down - NEW_ID Remix,6SmOzKRl3SXZ9t0NdNgaRz,0.0,0.569,0.777,6.0,-3.531,1.0,0.261,0.0217,0.0374,0.101,0.519,128.002
Andrew Rayel,One In A Million - Paris Blohm Remix,6CYmEmEfJ2cqVaNRNu5ADX,15.0,0.527,0.933,7.0,-4.839,1.0,0.0731,3.23e-05,0.000124,0.111,0.113,127.909
Nugnes,"Summer Waves (feat. Calvin Harris, Dimitri Vegas, W&W, Aero Chord & Like Mike)",2PF3H9np1IoKemTxqHnRBY,0.0,0.654,0.879,7.0,-5.346,1.0,0.08,0.00345,0.0279,0.0847,0.348,127.993
Nicky Romero,Feet On The Ground,7gX8GB0EA0urB0wtkzkZAY,20.0,0.405,0.936,2.0,-1.78,0.0,0.2,0.242,0.0,0.359,0.281,126.085
Deniz Koyu,To The Sun,3NkjZjZJLoiH03E70qs8xe,0.0,0.552,0.852,7.0,-4.682,0.0,0.0342,0.000589,0.728,0.273,0.367,126.006
Galantis,Smile - Years Remix,02mJtllR8CoskckLlrirNV,14.0,0.584,0.767,0.0,-8.387,1.0,0.0409,8.82e-05,0.557,0.0314,0.101,128.012
OneRepublic,I Lived - Arty Remix,0CJzVKPtJaeOt76jO3PpbZ,0.0,0.267,0.796,2.0,-4.07,1.0,0.053,0.231,0.0,0.079,0.106,127.931
twoloud,We Are The Ones - Original Mix,6SUP50TLDdNHA0hc2OjgpR,0.0,0.697,0.844,8.0,-5.555,0.0,0.0913,0.00118,0.000499,0.0715,0.359,127.99
DubVision,Destination,0v0QP9W6P1WSVQjH4mTGgo,0.0,0.685,0.756,7.0,-5.824,1.0,0.0705,0.0411,0.00286,0.127,0.509,126.999
CAZZETTE,Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,2.0,0.722,0.827,1.0,-6.501,0.0,0.0659,0.0844,9.14e-05,0.0654,0.346,121.896
Sick Individuals,Made For This - Original Mix,1R3nV5v3sJNir18oAs9Lz3,19.0,0.601,0.993,11.0,-3.755,0.0,0.0808,0.00337,0.235,0.655,0.596,127.992
Polyna,Angel - Club Mix,7mQNkwgbn2ynZkqddrL6Av,0.0,0.612,0.831,1.0,-4.825,0.0,0.0902,0.0176,0.00367,0.37,0.502,128.002
Garmiani,In Front Of Your Eyes (Radio Edit),1c6WvcGhLnOCjxFNOvQ2k6,0.0,0.596,0.91,9.0,-5.937,0.0,0.0385,0.000629,0.00137,0.178,0.484,127.963
3LAU,The Night - Radio Edit,2l6OSPrtmrcXMLdBbzD6JG,32.0,0.532,0.947,10.0,-3.718,1.0,0.228,0.119,0.00264,0.504,0.39,127.944
Jus Jack,All Falls Down - Tritonal Edit,3vfaGivcodZ2Uan3wSr0Jd,14.0,0.587,0.744,10.0,-7.756,1.0,0.104,0.158,0.00399,0.119,0.335,127.993
Elephante,Shake The Earth (feat. Lyon Hart) (OLWIK Remix),0KAqzG4LpLy3u6Uz8kf4GN,0.0,0.55,0.854,1.0,-4.248,0.0,0.0422,0.05,1.91e-05,0.159,0.384,127.973
Sam Feldt,Show Me Love - Original Mix,1hc9od6jS3KsR66n6T9vKo,0.0,0.674,0.585,0.0,-6.633,1.0,0.0358,0.445,0.00465,0.141,0.109,114.963
Dash Berlin,Never Let You Go - Reez Remix,21AXeVnZaOIIZjxTssAcAx,17.0,0.63,0.923,10.0,-4.121,1.0,0.0848,0.0473,0.000103,0.33,0.22,127.99
The Chainsmokers,Takeaway - Andrew Rayel Remix,16QhpULFOW9fE2yvXsJV6A,62.0,0.469,0.83,8.0,-3.301,1.0,0.0727,0.000187,0.0,0.0875,0.162,126.835
Martin Garrix,Hold On (feat. Michel Zitron),22zxLxXlXrBIm7XaazHNrg,75.0,0.422,0.711,2.0,-4.809,0.0,0.0385,0.0176,0.0,0.559,0.321,128.066
Dimitri Vegas & Like Mike,Beast (All as One),3wSrPtJpnGaUC2hOmJy0BV,71.0,0.333,0.985,5.0,-2.843,0.0,0.0563,0.0326,0.769,0.226,0.393,135.24
K-391,"Play - B2A, Anklebreaker & Tungevaag Remix",4rPNlXjFSkaZF1tnjdV04C,48.0,0.299,0.834,6.0,-7.721,0.0,0.066,0.00766,0.000141,0.14,0.291,148.702
Dimitri Vegas & Like Mike,Turn Up,04ahbsJ3AfLwTOXeIimwdH,18.0,0.616,0.949,1.0,-3.986,0.0,0.0546,0.00694,0.00997,0.368,0.101,130.017
Alan Walker,On My Way - Da Tweekaz Remix,4Sp0jLZN8MgPnoGDufJS7N,63.0,0.478,0.848,1.0,-3.85,0.0,0.0431,0.0934,0.0,0.0925,0.48,149.936
Dimitri Vegas & Like Mike,The Flight,6dwVoXGSsQ1TTL5aw987pi,64.0,0.705,0.825,9.0,-2.927,1.0,0.215,0.00933,0.00511,0.221,0.269,129.855
Dimitri Vegas & Like Mike,Selfish - DVLM & Brennan Heart VIP Remix,7CTFHf1K6ZuzHANR7g1xk7,50.0,0.348,0.909,7.0,-2.414,0.0,0.15,0.029,1.61e-06,0.704,0.494,148.113
3 Are Legend,Khaleesi,0uvUzG3kHn48Jqx6o0eUdb,31.0,0.49,0.922,2.0,-3.149,1.0,0.0837,0.00555,0.644,0.507,0.155,129.989
Oliver Heldens,Fire In My Soul (feat. Shungudzo) - Tom Staar Remix,3VHCuPFZ9JA1kopIlNLDdz,37.0,0.552,0.978,6.0,-4.398,0.0,0.0519,0.00129,0.102,0.234,0.308,125.993
Martin Garrix,Mistaken (feat. Alex Aris),18KjYhghq6K3ZmfcewWDp6,68.0,0.424,0.694,6.0,-4.912,0.0,0.0386,0.0573,0.000937,0.133,0.0801,128.034
K-391,Ignite (feat. SEUNGRI) - Ahrix Remix,44O59bdcfD8ukbIbvFeHne,41.0,0.439,0.792,8.0,-5.937,0.0,0.34,0.197,2.97e-05,0.36,0.202,128.265
Martin Garrix,Dreamer - Nicky Romero Remix,58ctD8HaEUXJkdv7TTsmG8,52.0,0.435,0.751,1.0,-4.999,1.0,0.0599,0.128,0.0,0.253,0.346,124.332
Martin Garrix,High On Life (feat. Bonn),4ut5G4rgB1ClpMTMfjoIuy,77.0,0.414,0.486,6.0,-6.431,0.0,0.0311,0.0129,0.0,0.111,0.368,128.038
Dimitri Vegas & Like Mike,Unity,02q7qbOYbE89NMFEtOklcc,66.0,0.65,0.912,10.0,-4.588,0.0,0.0406,0.0241,0.8,0.293,0.191,129.999
John De Sohn,Go to Sleep - John De Sohn Remix,0dowxVQPIR50MS1lqLE0om,27.0,0.666,0.855,4.0,-4.189,0.0,0.0412,0.0214,1.49e-05,0.0505,0.369,124.994
Steve Aoki,Hoovela,7rSnhSbdCeyZh8WaIJTt64,44.0,0.324,0.979,4.0,-4.17,0.0,0.0987,0.00119,0.835,0.347,0.232,103.532
Sean Finn,Infinity 2018 - Klaas Remix Edit,5gyAm7BgB0d0I4RPK1zcn2,51.0,0.517,0.924,10.0,-4.063,1.0,0.0975,0.00403,0.307,0.369,0.498,128.127
Martin Garrix,So Far Away - Nicky Romero Remix,7J7D2Ezp32LxlYuNTZX48n,40.0,0.569,0.493,6.0,-4.89,0.0,0.0443,0.0196,0.0001,0.0417,0.242,125.967
Armin van Buuren,Blah Blah Blah,0tp6mwUt99QnfY95T30Lqj,63.0,0.378,0.963,5.0,-3.911,0.0,0.0682,0.00882,0.00357,0.294,0.16,103.406
Steve Aoki,Hoovela,1dssHOp3HpaK9o5c0CL7xU,3.0,0.341,0.989,4.0,-3.828,0.0,0.111,0.00123,0.822,0.4,0.119,103.48
TooManyLeftHands,Dreamers - Uta & Jay Forest Remix,4yfIBuEnkdmZNUpMICBlsv,38.0,0.542,0.864,3.0,-4.888,1.0,0.124,0.105,0.0,0.0993,0.158,127.809
Dimitri Vegas & Like Mike,Crowd Control - Radio Edit,0kdVIAjTAkAFo7dYdciDU1,56.0,0.345,0.955,11.0,-2.257,0.0,0.088,0.0594,0.642,0.132,0.115,139.927
Alan Walker,All Falls Down (feat. Juliander) - Steve Aoki Remix,61veBHF4sj0pKNpXeHF1ah,49.0,0.66,0.88,1.0,-3.513,1.0,0.0698,0.0012,0.0,0.0782,0.392,104.971
Erlandsson,Take Off,0Pu2P5Jp0kSA95eqZ3jkb8,36.0,0.619,0.639,7.0,-7.34,1.0,0.0539,0.0188,0.0001,0.0863,0.2,128.009
Ryos,Living Again,6EmewKNvq0nc7ZHCyjRKmb,0.0,0.41,0.933,6.0,-3.873,1.0,0.0567,0.0122,0.0,0.0917,0.292,130.041
Newclaess,Home,6fdcnObJjnKGeT8JIdjLbg,38.0,0.657,0.865,2.0,-5.04,1.0,0.0645,0.026,9.89e-05,0.0926,0.234,126.005
Hogland,Ruled the World,185KiwRpwjqe52jyaRUBFn,58.0,0.564,0.729,3.0,-4.897,1.0,0.0423,0.0283,2.17e-05,0.134,0.175,127.995
Paul Kalkbrenner,Part Eight,2yAOaUhMCX7irO3N1ygHs4,44.0,0.575,0.64,2.0,-10.966,1.0,0.0323,0.000949,0.863,0.089,0.793,127.022
Dimitri Vegas & Like Mike,Patser Bounce,06lUC60bYItTvFWGuEKyvt,50.0,0.295,0.969,9.0,-5.525,1.0,0.0729,0.00224,0.773,0.104,0.22,137.746
The Chainsmokers,You Owe Me - Magnace Remix,6EJMN1wW6ciSAB57yRLErU,34.0,0.615,0.751,6.0,-4.282,0.0,0.0484,0.107,0.0,0.103,0.341,99.498
Martin Garrix,Forever,5EwwwdsQfKI8ZnFG93j5Zu,62.0,0.45,0.898,8.0,-3.604,0.0,0.0395,0.0277,0.0616,0.166,0.22,127.983
Steve Aoki,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)",5e45GhSF18JYoLpaq2F48h,69.0,0.715,0.942,8.0,-2.889,1.0,0.107,0.00175,0.000461,0.0581,0.818,130.019
Martin Garrix,Pizza,5oAgI7Pzg6vxuKrfapg3Pi,59.0,0.381,0.712,5.0,-6.9,1.0,0.0355,0.000408,0.589,0.183,0.0378,127.967
KAZZANOVA,Savage Mode,6Un7ZG5lDClgNoNNapCoDX,47.0,0.592,0.969,2.0,-2.436,1.0,0.0487,0.00399,0.0136,0.253,0.66,150.01
Paul Kalkbrenner,Part Three,2XTmGOFMklOUffBmovTUjo,40.0,0.911,0.738,0.0,-9.471,0.0,0.0977,0.423,0.739,0.149,0.906,130.037
Vicetone,Astronomia,665AK0ovB11McZRwfa852G,49.0,0.653,0.945,5.0,-2.634,1.0,0.0959,0.00561,0.915,0.439,0.326,126.091
Deorro,Existence,4zE92C6JrkBvtK1aj8SOfW,25.0,0.692,0.914,11.0,-6.066,0.0,0.0412,0.0302,0.816,0.0736,0.298,140.006
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,3LewMbGqmR4IYtifSNxbGz,50.0,0.455,0.786,11.0,-5.544,0.0,0.0669,0.142,0.000606,0.336,0.449,108.753
Marshmello,Silence - Tiësto's Big Room Remix,3AUW7mAGx1BICBWqsuFgh4,58.0,0.522,0.941,1.0,-3.357,0.0,0.25,0.00621,3.63e-06,0.956,0.0994,130.088
Dimitri Vegas & Like Mike,Complicated (feat. Kiiara) - Brennan Heart Remix,0SvTKEBT6vWVqQuEAd1A6w,46.0,0.341,0.727,0.0,-4.62,0.0,0.0413,0.0632,8.9e-06,0.132,0.373,90.101
Pete Kingsman,Out of the Darkness - Radio Edit,36TYb3C2kMVeyy32ooHMse,38.0,0.602,0.863,4.0,-4.635,0.0,0.0435,0.000498,1.85e-05,0.122,0.112,128.01
Martin Garrix,There For You - Madison Mars Remix,5K3NDUPkLe46b5DRMt2RNJ,47.0,0.6,0.947,6.0,-1.84,0.0,0.163,0.0395,0.0,0.1,0.347,126.045
The Chainsmokers,Don't Let Me Down - W&W Remix,5dJw4bL9BziBStitvelyAS,0.0,0.431,0.877,8.0,-5.677,0.0,0.121,0.041,0.00128,0.114,0.484,159.897
Martin Garrix,Byte,20hsdn8oITBsuWNLhzr5eh,60.0,0.597,0.931,7.0,-4.026,0.0,0.0329,0.000636,0.821,0.0593,0.267,128.031
Martin Garrix,Scared To Be Lonely - Brooks Remix,389MC596K4IN35zaHAyuYz,51.0,0.604,0.796,1.0,-2.416,0.0,0.0597,0.0126,0.0,0.106,0.225,127.991
Bodybangers,Let You Know - Club Mix Edit,5KaXfDGZLSX4GQqrVbP9BS,37.0,0.622,0.942,11.0,-1.945,0.0,0.0422,0.0497,0.00336,0.138,0.589,125.946
Alan Walker,Tired - Steerner & Tobu Remix,3ghuZcBkziLf0HU8TktqM4,32.0,0.551,0.795,2.0,-4.135,1.0,0.0567,0.0608,0.0,0.119,0.332,127.972
The Chainsmokers,Setting Fires - Blasterjaxx Remix,3dqGLyXoP2Bo32eU6Rd8SQ,41.0,0.585,0.938,7.0,-4.887,0.0,0.286,0.00926,0.000615,0.194,0.164,128.069
Calvin Harris,This Is What You Came For - R3hab vs Henry Fong Remix,5SkdlJ2J6jc5M0tYlcG4vf,44.0,0.706,0.853,9.0,-4.796,0.0,0.0608,0.00216,0.00351,0.0857,0.205,128.017
Martin Garrix,In the Name of Love - DallasK Remix,55y30bh2ZUtzOXjWLxn7XT,59.0,0.522,0.816,4.0,-3.156,0.0,0.0643,0.0126,4.19e-06,0.348,0.102,134.103
Alan Walker,Alone - Blazars Remix,5eAGda6EwIwCJp2i2S3UeS,42.0,0.741,0.928,7.0,-4.615,0.0,0.0835,0.00221,0.000884,0.407,0.346,126.016
Sound Of Legend,Blue (Da Ba Dee) - Sound of Legend Version Edit,3JUxU3KohteqkLk9BOpQ1c,50.0,0.575,0.978,7.0,-1.81,0.0,0.0613,0.125,0.000347,0.118,0.212,128.013
Alan Walker,Tired - Kovan & Alex Skrindo Remix,2xBld9v8saAQRZGXIO8Y1q,24.0,0.571,0.813,2.0,-5.97,1.0,0.0822,0.158,0.0,0.531,0.31,127.894
Martin Garrix,Together,4KX39APEOO2EgiZFkcJOfR,49.0,0.509,0.729,1.0,-4.773,1.0,0.0343,0.0732,2.73e-05,0.233,0.196,127.871
Calvin Harris,How Deep Is Your Love - Calvin Harris & R3hab Remix,6rMwYjoFvxKiaEH4If8ZpZ,45.0,0.673,0.859,11.0,-3.007,0.0,0.056,0.00426,0.015,0.128,0.111,127.978
Vicetone,United We Dance - Vicetone Edit,5xFZiW98mwT5S3mh8O9BUt,47.0,0.594,0.65,10.0,-5.073,1.0,0.0404,0.014,0.0142,0.267,0.106,126.0
Wahlstedt,Magic City,3s2eG9xSDGyd705tT0hD43,0.0,0.757,0.867,0.0,-2.529,0.0,0.0362,0.0841,0.0992,0.125,0.499,125.962
W&W,Put EM Up,0JGxsfTrLhkhGCJKdLvyuL,35.0,0.398,0.942,5.0,-4.544,0.0,0.319,0.0609,0.0654,0.687,0.336,102.113
Armin van Buuren,I Need You (feat. Olaf Blackwood) - DubVision Remix,07zLmWhKSWvJ6ZRdv5L9kE,12.0,0.414,0.828,11.0,-3.286,1.0,0.0649,0.0116,0.00021,0.32,0.326,117.09
Showtek,On Our Own,74O9npfj7FDvH0quYbBeQ3,33.0,0.466,0.849,9.0,-3.85,0.0,0.0633,0.0771,2.89e-06,0.104,0.359,183.76
Benny Benassi,We Light Forever Up (feat. Frederick),0soq8hqqNs71XDX86pqgEr,37.0,0.691,0.804,2.0,-4.973,1.0,0.0422,0.00415,2.38e-06,0.0951,0.274,124.013
W&W,Whatcha Need,1m1b7GOZ2dh3UMI9NHkIei,28.0,0.393,0.94,6.0,-3.894,0.0,0.0718,0.0663,0.00264,0.546,0.297,129.958
Marc Korn,6 Pounds - Radio Edit,7goEhBKmIg0mrJSJUTkiag,24.0,0.505,0.985,2.0,-3.549,1.0,0.309,0.00163,0.91,0.346,0.25,128.118
Sia,Move Your Body - Alan Walker Remix,6LUOMjoORvAkdhBYvESO46,67.0,0.636,0.789,10.0,-4.905,0.0,0.0892,0.0834,0.000896,0.391,0.4,128.028
Deorro,Rise and Shine - Radio Edit,2jmbv50W0P2GPIpu2Dc7h5,49.0,0.781,0.773,1.0,-7.627,1.0,0.116,0.00238,0.45,0.075,0.521,127.999
Lost Frequencies,What Is Love 2016 - Dimitri Vegas & Like Mike Remix,30VTJiTxEheAaHW4jayPW3,24.0,0.643,0.907,1.0,-3.345,0.0,0.0448,0.112,0.00458,0.121,0.239,128.058
Hardwell,Nothing Can Hold Us Down (feat. Haris) - Dr Phunk Extended Remix,5qGm4fh5w7VLeAry2SSHqG,20.0,0.49,0.614,5.0,-10.239,0.0,0.0289,0.0206,1.65e-05,0.199,0.369,150.041
Martin Garrix,Sun Is Never Going Down (feat. Dawn Golden),6x7r0lpyqxBKGq8J7LFMeu,52.0,0.506,0.726,5.0,-5.964,0.0,0.0366,0.00308,8.05e-05,0.266,0.266,128.044
Alan Walker,Faded - Dash Berlin Remix,1uWqDjZATn502optPrBt4S,2.0,0.389,0.915,6.0,-3.261,1.0,0.0456,0.000752,0.0133,0.122,0.0943,127.984
Vicetone,Angels - Radio Edit,0rCuRc07y6l1kPYj0JSRg5,45.0,0.527,0.845,1.0,-3.721,0.0,0.121,0.0335,0.000127,0.144,0.554,128.023
Pitchback,Do You Want,3AIhMz45wSABZwDlncsG0N,4.0,0.551,0.926,5.0,-4.615,0.0,0.062,0.00137,0.314,0.475,0.17,129.948
Ste Ingham,Fire Wire - Radio Edit,0FxomHtkPOtomL1BQWsy3b,12.0,0.607,0.932,0.0,-5.58,0.0,0.0492,0.00584,0.78,0.129,0.427,134.995
Klaas,Why - Original Edit,0t6NrHyr4HSXZRM1sKQnx2,17.0,0.555,0.989,6.0,-2.521,0.0,0.0488,0.0943,0.334,0.346,0.701,127.995
Hardwell,Get Down,4zqdwKxXUQm2NR2HeJEydf,9.0,0.549,0.978,1.0,-2.321,1.0,0.263,0.00426,0.00354,0.375,0.182,127.951
Steve Aoki,Can't Go Home (feat. Adam Lambert) - Crystal Lake Radio Edit,25ZBQm6D2CPdc36Ftlz69r,26.0,0.534,0.767,9.0,-4.807,0.0,0.305,0.0165,0.0,0.188,0.225,127.992
DubVision,Primer,4YxbqoVD8uMYOJbxlNfRlS,6.0,0.681,0.864,4.0,-2.951,0.0,0.049,0.026,0.000563,0.586,0.249,127.994
KAAZE,Haartz,2xhEvRpCNWVHylbbH9Zwnm,8.0,0.474,0.882,2.0,-4.249,1.0,0.095,0.0159,0.0138,0.609,0.19,129.99
Nolan van Lith,All To Myself,6Vn1LjyhzU7mXOtTYzBKkQ,6.0,0.455,0.562,2.0,-5.031,1.0,0.0293,0.00504,0.0,0.365,0.282,128.042
Newclaess,Tonight - Club Mix Edit,7AtvZVWQPO2AWHKEZnTqYO,24.0,0.625,0.915,6.0,-3.24,0.0,0.0688,0.0286,0.000942,0.404,0.231,126.054
Olly James,Alarm,2kg9AijbBp9HrXjlxByPT3,9.0,0.539,0.984,0.0,-4.675,1.0,0.289,0.0015,0.197,0.124,0.179,128.037
Martin Garrix,Spotless,0HT6YGHjXKNvnTjGGtur3j,53.0,0.517,0.828,8.0,-5.648,0.0,0.0482,9.69e-05,0.841,0.411,0.0605,128.077
Moguai,Gangsta - Radio Edit,1UtuByJ5cPWGMPBH0oCZF1,34.0,0.578,0.953,5.0,-4.629,0.0,0.0357,0.000672,0.509,0.602,0.111,129.988
Joey Dale,Higher,0Dxyq4az0B1fUbQWFs8Fct,5.0,0.568,0.907,1.0,-5.282,1.0,0.035,0.000237,0.865,0.173,0.155,127.942
Mako,Into The Sunset - Dannic Remix,3qLNrqE1uED102WDOqAIhl,25.0,0.63,0.886,7.0,-2.869,0.0,0.0406,0.0127,0.000309,0.0809,0.449,128.01
Wahlstedt,You & Me,6cui4tNWQlw7ydqyrk89pc,1.0,0.651,0.798,0.0,-4.401,1.0,0.0278,0.00566,0.0106,0.121,0.291,128.043
